Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
Curated_gene_sets	KEGG_LONG_TERM_POTENTIATION	70	17	1.0220938340602229e-24	2.5556991732569484e-22	CALML5:CALML3:PLCB3:PPP1CA:PPP1R12A:PLCB2:MAPK3:CALM3:PRKCG:PLCB1:RAF1:ITPR3:CAMK2B:ADCY1:ADCY8:PRKACG:PPP3R2	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_LONG_TERM_POTENTIATION
Curated_gene_sets	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	73	17	2.2666922790429053e-24	5.421336620441314e-22	CACNA1S:CACNA2D4:CACNB3:CACNG3:CACNG5:CACNG4:CACNG1:ACTG1:CACNG7:CACNG8:CACNG6:CACNG2:CACNA2D2:CACNA2D3:ACTB:CACNA2D1:CACNA1F	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC
Curated_gene_sets	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	18	6.438725558797254e-23	1.4758095541226536e-20	PRKAB2:PLCB3:ADCY6:CACNB3:ADCY4:PLCB2:ADCY9:ADCY7:ADCY3:PLCB1:GNAS:GNAI2:CACNA2D2:ADCY2:ITPR3:ADCY1:ADCY8:PRKACG	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INTEGRATION_OF_ENERGY_METABOLISM
Curated_gene_sets	PID_LYSOPHOSPHOLIPID_PATHWAY	65	15	1.5530146740632882e-21	3.4172534888088593e-19	JUN:GNAI3:PLCB3:ADCY6:ADCY4:FOS:ADCY9:ADCY7:GNAO1:ADCY3:GNAI2:ADCY2:ADCY1:EGFR:ADCY8	http://www.gsea-msigdb.org/gsea/msigdb/cards/PID_LYSOPHOSPHOLIPID_PATHWAY
Curated_gene_sets	REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	14	10	5.705375638873853e-21	1.2062906589833873e-18	GNAI3:ADCY6:ADCY4:ADCY9:ADCY7:ADCY3:GNAI2:ADCY2:ADCY1:ADCY8	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY
Curated_gene_sets	KEGG_OOCYTE_MEIOSIS	112	17	5.9207140142794875e-21	1.2062906589833873e-18	CALML5:CALML3:PPP1CA:ADCY6:ADCY4:ADCY9:MAPK3:ADCY7:CALM3:ADCY3:ADCY2:ITPR3:CAMK2B:ADCY1:ADCY8:PRKACG:PPP3R2	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_OOCYTE_MEIOSIS
Curated_gene_sets	KEGG_CARDIAC_MUSCLE_CONTRACTION	72	15	8.4167032811825e-21	1.6535815982066049e-18	CACNA1S:CACNA2D4:CACNB3:CACNG3:CACNG5:CACNG4:CACNG1:CACNG7:CACNG8:CACNG6:CACNG2:CACNA2D2:CACNA2D3:CACNA2D1:CACNA1F	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_CARDIAC_MUSCLE_CONTRACTION
Curated_gene_sets	BIOCARTA_GPCR_PATHWAY	30	12	9.177367308342618e-21	1.7408516401100945e-18	JUN:NFATC4:FOS:MAPK3:NFATC3:NFATC1:CALM3:NFATC2:RAF1:ADCY1:PRKACG:ELK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_GPCR_PATHWAY
Curated_gene_sets	KEGG_VEGF_SIGNALING_PATHWAY	76	15	2.0367352152961155e-20	3.7346934731146435e-18	PLA2G4A:NFATC4:PLA2G4B:JMJD7-PLA2G4B:PLA2G4E:MAPK3:NFATC3:PIK3R5:NFATC1:PRKCG:NFATC2:RAF1:PIK3CG:NOS3:PPP3R2	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_VEGF_SIGNALING_PATHWAY
Curated_gene_sets	REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING	17	10	1.0950321437360757e-19	1.9431522008684362e-17	ADCY6:ADCY4:ADCY9:ADCY7:ADCY3:GNAS:ADCY2:ADCY1:ADCY8:PRKACG	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING
Curated_gene_sets	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	85	15	1.2443368493335557e-19	2.1390928150574658e-17	GNAI3:ADCY6:ADCY4:ADCY9:MAPK3:ADCY7:PIK3R5:ADCY3:RAF1:GNAI2:ADCY2:ADCY1:PIK3CG:ADCY8:PRKACG	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION
Curated_gene_sets	REACTOME_CA_DEPENDENT_EVENTS	36	12	1.2963249042624102e-19	2.1609343328325813e-17	PLA2G4A:ADCY6:ADCY4:ADCY9:ADCY7:PRKCG:ADCY3:ADCY2:CAMK2B:ADCY1:ADCY8:PRKACG	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CA_DEPENDENT_EVENTS
Curated_gene_sets	BIOCARTA_FCER1_PATHWAY	39	12	4.0015548112201327e-19	6.474280298977044e-17	JUN:PLA2G4A:NFATC4:FOS:MAPK3:NFATC3:NFATC1:CALM3:NFATC2:RAF1:PIK3CG:ELK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_FCER1_PATHWAY
Curated_gene_sets	REACTOME_DAG_AND_IP3_SIGNALING	40	12	5.693482796449278e-19	8.94852824664785e-17	ADCY6:ADCY4:ADCY9:ADCY7:PRKCG:ADCY3:ADCY2:ITPR3:CAMK2B:ADCY1:ADCY8:PRKACG	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_DAG_AND_IP3_SIGNALING
Curated_gene_sets	KEGG_CHEMOKINE_SIGNALING_PATHWAY	188	18	1.9692096695655937e-18	3.009061775633425e-16	GNAI3:PLCB3:ADCY6:ADCY4:PLCB2:ADCY9:MAPK3:ADCY7:PIK3R5:ADCY3:PLCB1:RAF1:GNAI2:ADCY2:ADCY1:PIK3CG:ADCY8:PRKACG	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_CHEMOKINE_SIGNALING_PATHWAY
Curated_gene_sets	REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	48	12	6.874231736984352e-18	1.0220310482473222e-15	GNAI3:ADCY6:ADCY4:ADCY9:ADCY7:PRKCG:ADCY3:GNAS:GNAI2:ADCY2:ADCY1:ADCY8	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS
Curated_gene_sets	REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	10	8	1.2538399496339766e-17	1.8150983060359224e-15	ADCY6:ADCY4:ADCY9:ADCY7:ADCY3:ADCY2:ADCY1:ADCY8	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY
Curated_gene_sets	REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	19	9	1.1378673741670533e-16	1.6049765193058873e-14	ADCY6:ADCY4:ADCY9:ADCY7:ADCY3:ADCY2:ADCY1:ADCY8:PRKACG	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB
Curated_gene_sets	BIOCARTA_TCR_PATHWAY	44	11	1.7349194110529447e-16	2.3859479200505623e-14	JUN:NFATC4:FOS:MAPK3:NFATC3:NFATC1:CALM3:NFATC2:RAF1:PIK3CG:ELK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_TCR_PATHWAY
Curated_gene_sets	BIOCARTA_BCR_PATHWAY	33	10	4.883365734516756e-16	6.396046406089685e-14	JUN:NFATC4:FOS:MAPK3:NFATC3:NFATC1:CALM3:NFATC2:RAF1:ELK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_BCR_PATHWAY
Curated_gene_sets	REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	33	10	4.883365734516756e-16	6.396046406089685e-14	ADCY6:ADCY4:ADCY9:ADCY7:ADCY3:GNAS:ADCY2:ADCY1:ADCY8:PRKACG	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION
Curated_gene_sets	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	402	21	5.616041629919856e-16	7.184615117718401e-14	GNAI3:PLA2G4A:PLCB3:PPP1CA:ADCY6:ADCY4:PLCB2:ADCY9:ADCY7:GNAO1:PRKCG:ADCY3:PLCB1:GNAS:GNAI2:ADCY2:ITPR3:CAMK2B:ADCY1:ADCY8:PRKACG	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_G_ALPHA_I_SIGNALLING_EVENTS
Curated_gene_sets	BIOCARTA_NFAT_PATHWAY	51	11	1.0472171352182563e-15	1.309259422917188e-13	NPPA:NFATC4:MAPK3:NFATC3:NFATC1:CALM3:NFATC2:RAF1:MEF2C:PIK3CG:PRKACG	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_NFAT_PATHWAY
Curated_gene_sets	PID_LPA4_PATHWAY	15	8	1.7568910628876354e-15	2.1477017193210848e-13	ADCY6:ADCY4:ADCY9:ADCY7:ADCY3:ADCY2:ADCY1:ADCY8	http://www.gsea-msigdb.org/gsea/msigdb/cards/PID_LPA4_PATHWAY
Curated_gene_sets	REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS	43	10	9.712318055497052e-15	1.161466557028028e-12	ADCY6:ADCY4:ADCY9:ADCY7:ADCY3:GNAS:ADCY2:ADCY1:ADCY8:PRKACG	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS
Curated_gene_sets	KEGG_GLIOMA	65	11	1.8594579414625306e-14	2.1763570502096557e-12	CALML5:CALML3:MAPK3:PIK3R5:CALM3:PRKCG:RAF1:CDKN1A:CAMK2B:EGFR:PIK3CG	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_GLIOMA
Curated_gene_sets	PID_AR_NONGENOMIC_PATHWAY	31	9	2.3647804135127137e-14	2.7101368864027993e-12	GNAI3:PLCB3:FOS:PLCB2:MAPK3:GNAO1:PLCB1:RAF1:GNAI2	http://www.gsea-msigdb.org/gsea/msigdb/cards/PID_AR_NONGENOMIC_PATHWAY
Curated_gene_sets	REACTOME_SIGNALING_BY_GPCR	1162	30	2.5678171460495466e-14	2.8827677796772566e-12	GNAI3:PLA2G4A:RGS2:PLCB3:PPP1CA:ADCY6:ADCY4:PLCB2:ADCY9:MAPK3:ADCY7:GNAO1:PIK3R6:PIK3R5:MAPK7:PRKCG:ADCY3:OXT:PLCB1:GNAS:OXTR:GNAI2:ADCY2:ITPR3:CAMK2B:ADCY1:EGFR:PIK3CG:ADCY8:PRKACG	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_GPCR
Curated_gene_sets	KEGG_FOCAL_ADHESION	198	15	5.529722188594471e-14	6.083800351891637e-12	JUN:PPP1CA:PPP1R12A:MAPK3:MYLK3:PIK3R5:ACTG1:PRKCG:MYLK2:RAF1:MYLK:ACTB:EGFR:PIK3CG:ELK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_FOCAL_ADHESION
Curated_gene_sets	BIOCARTA_FMLP_PATHWAY	34	9	6.077825830481373e-14	6.555709783034907e-12	NFATC4:MAPK3:NFATC3:NFATC1:CALM3:PLCB1:NFATC2:RAF1:ELK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_FMLP_PATHWAY
Curated_gene_sets	REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	52	10	7.725572495567989e-14	8.172764288099906e-12	ADCY6:ADCY4:ADCY9:ADCY7:ADCY3:GNAS:ADCY2:ADCY1:ADCY8:PRKACG	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_AQUAPORIN_MEDIATED_TRANSPORT
Curated_gene_sets	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	75	11	9.771221597433525e-14	1.01417905674494e-11	JUN:NFATC4:FOS:MAPK3:NFATC3:PIK3R5:NFATC1:NFATC2:RAF1:PIK3CG:PPP3R2	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY
Curated_gene_sets	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	11	1.532953666032514e-13	1.5616255771934925e-11	PLCB3:ADCY6:CACNB3:PLCB2:PLCB1:GNAS:GNAI2:CACNA2D2:ITPR3:ADCY8:PRKACG	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_INSULIN_SECRETION
Curated_gene_sets	KEGG_INSULIN_SIGNALING_PATHWAY	137	13	1.61616085519155e-13	1.6164547026197666e-11	PRKAB2:CALML5:CALML3:PPP1CA:PRKAB1:MAPK3:PIK3R5:CALM3:PRKAG3:RAF1:PIK3CG:PRKACG:ELK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_INSULIN_SIGNALING_PATHWAY
Curated_gene_sets	REACTOME_HYDROLYSIS_OF_LPC	9	6	1.0807483389833296e-12	1.0616422522763028e-10	PLA2G4A:PLA2G4B:PLA2G4E:PLA2G4D:PLA2G4F:PLA2G4C	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_HYDROLYSIS_OF_LPC
Curated_gene_sets	REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	302	16	1.9011521874184156e-12	1.8347786285945093e-10	JUN:ADCY6:ADCY4:ADCY9:MAPK3:ADCY7:PRKCG:ADCY3:ADCY2:ITPR3:CDKN1A:CAMK2B:ADCY1:EGFR:ADCY8:PRKACG	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS
Curated_gene_sets	KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	76	10	4.227650584421075e-12	4.0097079077414367e-10	CALML5:CALML3:PLCB3:PLCB2:PIK3R5:CALM3:PRKCG:PLCB1:ITPR3:PIK3CG	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM
Curated_gene_sets	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	107	11	5.428154985315836e-12	5.061064504105494e-10	JUN:NFATC4:FOS:MAPK3:NFATC3:PIK3R5:NFATC1:NFATC2:RAF1:PIK3CG:PPP3R2	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY
Curated_gene_sets	KEGG_WNT_SIGNALING_PATHWAY	149	12	1.0406320312556052e-11	9.540861339895141e-10	JUN:PLCB3:NFATC4:PLCB2:NFATC3:NFATC1:PRKCG:PLCB1:NFATC2:CAMK2B:PRKACG:PPP3R2	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_WNT_SIGNALING_PATHWAY
Curated_gene_sets	KEGG_ERBB_SIGNALING_PATHWAY	87	10	1.6943741096035614e-11	1.5279921273654413e-09	JUN:MAPK3:PIK3R5:PRKCG:RAF1:CDKN1A:CAMK2B:EGFR:PIK3CG:ELK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_ERBB_SIGNALING_PATHWAY
Curated_gene_sets	KEGG_ALZHEIMERS_DISEASE	156	12	1.7920439667755407e-11	1.5900054614890726e-09	CACNA1S:CALML5:CALML3:PLCB3:RYR3:PLCB2:MAPK3:CALM3:PLCB1:ITPR3:PPP3R2:CACNA1F	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_ALZHEIMERS_DISEASE
Curated_gene_sets	PID_S1P_S1P2_PATHWAY	24	7	1.96491870340978e-11	1.7157171091201905e-09	JUN:GNAI3:FOS:MAPK3:GNAO1:GNAI2:ELK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/PID_S1P_S1P2_PATHWAY
Curated_gene_sets	PID_THROMBIN_PAR1_PATHWAY	43	8	3.532866444526632e-11	3.0366091111470322e-09	GNAI3:PLCB3:PLCB2:GNAO1:PRKCG:PLCB1:GNAI2:NOS3	http://www.gsea-msigdb.org/gsea/msigdb/cards/PID_THROMBIN_PAR1_PATHWAY
Curated_gene_sets	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	95	10	4.142468020326253e-11	3.5058025507407258e-09	PLA2G4A:PLA2G4B:PLA2G4E:PLA2G4D:PLA2G4F:MAPK3:PIK3R5:PRKCG:RAF1:PIK3CG	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS
Curated_gene_sets	PID_IL8_CXCR1_PATHWAY	28	7	6.614116257911786e-11	5.512765687086778e-09	PLCB3:PLCB2:PIK3R6:PRKCG:PLCB1:GNAI2:PIK3CG	http://www.gsea-msigdb.org/gsea/msigdb/cards/PID_IL8_CXCR1_PATHWAY
Curated_gene_sets	REACTOME_INWARDLY_RECTIFYING_KPLUS_CHANNELS	31	7	1.4511656280918158e-10	1.1914719582288177e-08	KCNJ9:KCNJ5:KCNJ12:KCNJ2:KCNJ14:KCNJ3:KCNJ4	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INWARDLY_RECTIFYING_KPLUS_CHANNELS
Curated_gene_sets	BIOCARTA_CALCINEURIN_PATHWAY	18	6	2.303787107520862e-10	1.8636960115400388e-08	NFATC4:NFATC3:NFATC1:CALM3:NFATC2:CDKN1A	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_CALCINEURIN_PATHWAY
Curated_gene_sets	REACTOME_HEDGEHOG_OFF_STATE	113	10	2.365444911042589e-10	1.885842384876128e-08	ADCY6:ADCY4:ADCY9:ADCY7:ADCY3:GNAS:ADCY2:ADCY1:ADCY8:PRKACG	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_HEDGEHOG_OFF_STATE
Curated_gene_sets	PID_IL8_CXCR2_PATHWAY	34	7	2.9329791787706836e-10	2.3049026374882186e-08	PLCB3:PLCB2:PIK3R6:PRKCG:PLCB1:GNAI2:PIK3CG	http://www.gsea-msigdb.org/gsea/msigdb/cards/PID_IL8_CXCR2_PATHWAY
Curated_gene_sets	PID_TXA2PATHWAY	56	8	3.28254718158022e-10	2.5432805698412382e-08	PLCB2:PIK3R6:PIK3R5:PRKCG:GNAI2:EGFR:PIK3CG:NOS3	http://www.gsea-msigdb.org/gsea/msigdb/cards/PID_TXA2PATHWAY
Curated_gene_sets	BIOCARTA_CHREBP_PATHWAY	19	6	3.353600462260822e-10	2.5622439087356642e-08	PRKAB2:PRKAB1:PRKAG3:GNAS:ADCY1:PRKACG	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_CHREBP_PATHWAY
Curated_gene_sets	BIOCARTA_NGF_PATHWAY	20	6	4.771688425539193e-10	3.595761373820699e-08	JUN:FOS:MAPK3:RAF1:PIK3CG:ELK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_NGF_PATHWAY
Curated_gene_sets	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	210	12	5.713523320050659e-10	4.2473097004863075e-08	PPP1CA:PPP1R12A:MAPK3:MYLK3:PIK3R5:ACTG1:MYLK2:RAF1:MYLK:ACTB:EGFR:PIK3CG	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
Curated_gene_sets	BIOCARTA_IGF1_PATHWAY	21	6	6.65363510292127e-10	4.816006144890777e-08	JUN:FOS:MAPK3:RAF1:PIK3CG:ELK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_IGF1_PATHWAY
Curated_gene_sets	BIOCARTA_INSULIN_PATHWAY	21	6	6.65363510292127e-10	4.816006144890777e-08	JUN:FOS:MAPK3:RAF1:PIK3CG:ELK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_INSULIN_PATHWAY
Curated_gene_sets	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	126	10	6.96143063141064e-10	4.9733545329077837e-08	JUN:CALML5:CALML3:MAPK3:PIK3R5:MAPK7:CALM3:RAF1:CAMK2B:PIK3CG	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_NEUROTROPHIN_SIGNALING_PATHWAY
Curated_gene_sets	PID_ER_NONGENOMIC_PATHWAY	40	7	9.920648379958862e-10	6.996600863865859e-08	GNAI3:PLCB3:PLCB2:GNAO1:PLCB1:GNAI2:NOS3	http://www.gsea-msigdb.org/gsea/msigdb/cards/PID_ER_NONGENOMIC_PATHWAY
Curated_gene_sets	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	131	10	1.0211571569221978e-09	7.110614582568367e-08	NFATC4:MAPK3:NFATC3:PIK3R5:NFATC1:PRKCG:NFATC2:RAF1:PIK3CG:PPP3R2	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY
Curated_gene_sets	PID_CD8_TCR_DOWNSTREAM_PATHWAY	65	8	1.124454504684839e-09	7.732030287839124e-08	JUN:FOS:MAPK3:NFATC3:NFATC1:NFATC2:RAF1:ELK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/PID_CD8_TCR_DOWNSTREAM_PATHWAY
Curated_gene_sets	PID_CXCR4_PATHWAY	101	9	1.8418865614633806e-09	1.2508911079765502e-07	GNAI3:PLCB3:PLCB2:GNAO1:PIK3R6:PIK3R5:PLCB1:GNAI2:PIK3CG	http://www.gsea-msigdb.org/gsea/msigdb/cards/PID_CXCR4_PATHWAY
Curated_gene_sets	REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING	12	5	2.124590845252253e-09	1.4163332263588236e-07	CACNB3:CACNG4:CACNG2:CACNA2D2:CACNA2D3	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING
Curated_gene_sets	REACTOME_G_PROTEIN_GATED_POTASSIUM_CHANNELS	25	6	2.1369870530409446e-09	1.4163332263588236e-07	KCNJ9:KCNJ5:KCNJ12:KCNJ2:KCNJ3:KCNJ4	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_G_PROTEIN_GATED_POTASSIUM_CHANNELS
Curated_gene_sets	BIOCARTA_EGF_PATHWAY	27	6	3.5433022980387774e-09	2.2664774350594554e-07	JUN:FOS:MAPK3:RAF1:EGFR:ELK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_EGF_PATHWAY
Curated_gene_sets	REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	27	6	3.5433022980387774e-09	2.2664774350594554e-07	PLA2G4A:PLA2G4B:PLA2G4E:PLA2G4D:PLA2G4F:PLA2G4C	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ACYL_CHAIN_REMODELLING_OF_PC
Curated_gene_sets	BIOCARTA_AT1R_PATHWAY	27	6	3.5433022980387774e-09	2.2664774350594554e-07	JUN:MAPK3:CALM3:RAF1:EGFR:ELK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_AT1R_PATHWAY
Curated_gene_sets	REACTOME_SIGNALING_BY_HEDGEHOG	150	10	3.832524887824713e-09	2.4233010813705453e-07	ADCY6:ADCY4:ADCY9:ADCY7:ADCY3:GNAS:ADCY2:ADCY1:ADCY8:PRKACG	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_HEDGEHOG
Curated_gene_sets	BIOCARTA_PDGF_PATHWAY	28	6	4.4916189713335645e-09	2.776224265315274e-07	JUN:FOS:MAPK3:RAF1:PIK3CG:ELK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_PDGF_PATHWAY
Curated_gene_sets	PID_TCR_CALCIUM_PATHWAY	28	6	4.4916189713335645e-09	2.776224265315274e-07	JUN:FOS:NFATC3:NFATC1:NFATC2:RCAN1	http://www.gsea-msigdb.org/gsea/msigdb/cards/PID_TCR_CALCIUM_PATHWAY
Curated_gene_sets	BIOCARTA_BARR_MAPK_PATHWAY	14	5	5.328331540077979e-09	3.2567946446632176e-07	MAPK3:PLCB1:GNAS:RAF1:ADCY1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_BARR_MAPK_PATHWAY
Curated_gene_sets	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	79	8	5.490409046978291e-09	3.318982435981053e-07	PLA2G4A:PLA2G4B:JMJD7-PLA2G4B:PLA2G4E:MAPK3:PIK3R5:RAF1:PIK3CG	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY
Curated_gene_sets	REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	29	6	5.640693348624116e-09	3.3727667511718767e-07	PLA2G4A:PLA2G4B:PLA2G4E:PLA2G4D:PLA2G4F:PLA2G4C	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ACYL_CHAIN_REMODELLING_OF_PE
Curated_gene_sets	KEGG_TASTE_TRANSDUCTION	51	7	5.892430634573519e-09	3.4854044000848307e-07	ADCY6:ADCY4:PLCB2:GNAS:ITPR3:ADCY8:PRKACG	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_TASTE_TRANSDUCTION
Curated_gene_sets	KEGG_PURINE_METABOLISM	159	10	6.7346474451404005e-09	3.941201659118866e-07	GUCY1A2:ADCY6:ADCY4:ADCY9:ADCY7:ADCY3:ADCY2:ADCY1:ADCY8:NPR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_PURINE_METABOLISM
Curated_gene_sets	REACTOME_GLUTAMATE_BINDING_ACTIVATION_OF_AMPA_RECEPTORS_AND_SYNAPTIC_PLASTICITY	30	6	7.022665685548932e-09	4.066493045916282e-07	CACNG3:CACNG4:PRKCG:CACNG8:CACNG2:CAMK2B	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_GLUTAMATE_BINDING_ACTIVATION_OF_AMPA_RECEPTORS_AND_SYNAPTIC_PLASTICITY
Curated_gene_sets	REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	31	6	8.67327747482474e-09	4.969968686355301e-07	JUN:FOS:MAPK3:MAPK7:MEF2C:ELK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES
Curated_gene_sets	KEGG_VIBRIO_CHOLERAE_INFECTION	54	7	8.904871892733987e-09	5.050072194013368e-07	ADCY9:ACTG1:PRKCG:ADCY3:GNAS:ACTB:PRKACG	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_VIBRIO_CHOLERAE_INFECTION
Curated_gene_sets	REACTOME_G_PROTEIN_BETA:GAMMA_SIGNALLING	32	6	1.0632111005409896e-08	5.968085983751004e-07	PLCB3:PLCB2:PIK3R6:PIK3R5:PLCB1:PIK3CG	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_G_PROTEIN_BETA:GAMMA_SIGNALLING
